gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
entailment	( ( A man ) ( ( is ( ( putting up ) ( ( a poster ) ( in ( front ( of ( a shop ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( standing ( in ( front ( of ( a shop ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG putting) (PRT (RP up)) (NP (NP (DT a) (NN poster)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN shop)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN shop))))))) (. .)))	A man is putting up a poster in front of a shop.	A man is standing in front of a shop.	111285749.jpg#4	111285749.jpg#4r1e	entailment				
contradiction	( ( ( The ( Arsenal ( football ( club warms-up ) ) ) ) ( on ( ( the ( soccer field ) ) ( as ( a ( few fans ) ) ) ) ) ) ( watch . ) )	( ( ( A ( basketball team ) ) ( during ( warm ups ) ) ) . )	(ROOT (S (NP (NP (DT The) (NNP Arsenal) (NN football) (NN club) (NN warms-up)) (PP (IN on) (NP (NP (DT the) (NN soccer) (NN field)) (PP (IN as) (NP (DT a) (JJ few) (NNS fans)))))) (VP (VBP watch)) (. .)))	(ROOT (NP (NP (DT A) (NN basketball) (NN team)) (PP (IN during) (NP (JJ warm) (NNS ups))) (. .)))	The Arsenal football club warms-up on the soccer field as a few fans watch.	A basketball team during warm ups.	4980003913.jpg#1	4980003913.jpg#1r1c	contradiction				
neutral	( ( ( The ( Arsenal ( football ( club warms-up ) ) ) ) ( on ( ( the ( soccer field ) ) ( as ( a ( few fans ) ) ) ) ) ) ( watch . ) )	( ( ( A soccer ) ( teaming ( ( getting ready ) ( for ( a game ) ) ) ) ) . )	(ROOT (S (NP (NP (DT The) (NNP Arsenal) (NN football) (NN club) (NN warms-up)) (PP (IN on) (NP (NP (DT the) (NN soccer) (NN field)) (PP (IN as) (NP (DT a) (JJ few) (NNS fans)))))) (VP (VBP watch)) (. .)))	(ROOT (NP (NP (DT A) (NN soccer)) (VP (VBG teaming) (S (VP (VBG getting) (ADJP (JJ ready)) (PP (IN for) (NP (DT a) (NN game)))))) (. .)))	The Arsenal football club warms-up on the soccer field as a few fans watch.	A soccer teaming getting ready for a game.	4980003913.jpg#1	4980003913.jpg#1r1n	neutral				
entailment	( ( ( The ( Arsenal ( football ( club warms-up ) ) ) ) ( on ( ( the ( soccer field ) ) ( as ( a ( few fans ) ) ) ) ) ) ( watch . ) )	( ( ( A ( football/soccer club ) ) ( during ( warm ups ) ) ) . )	(ROOT (S (NP (NP (DT The) (NNP Arsenal) (NN football) (NN club) (NN warms-up)) (PP (IN on) (NP (NP (DT the) (NN soccer) (NN field)) (PP (IN as) (NP (DT a) (JJ few) (NNS fans)))))) (VP (VBP watch)) (. .)))	(ROOT (NP (NP (DT A) (NN football/soccer) (NN club)) (PP (IN during) (NP (JJ warm) (NNS ups))) (. .)))	The Arsenal football club warms-up on the soccer field as a few fans watch.	A football/soccer club during warm ups.	4980003913.jpg#1	4980003913.jpg#1r1e	entailment				
contradiction	( ( Soccer players ) ( ( ( warm up ) ( by ( ( ( kicking ( the ( soccer ball ) ) ) around ) ( while ( ( the crowd ) waits ) ) ) ) ) . ) )	( ( The players ) ( were ( on ( ( a bus ) ( which ( ( broke down ) ( on ( the highway ) ) ) ) ) ) ) )	(ROOT (S (NP (NNP Soccer) (NNS players)) (VP (VB warm) (PRT (RP up)) (PP (IN by) (S (VP (VBG kicking) (NP (DT the) (NN soccer) (NN ball)) (ADVP (RB around)) (SBAR (IN while) (S (NP (DT the) (NN crowd)) (VP (VBZ waits)))))))) (. .)))	(ROOT (S (NP (DT The) (NNS players)) (VP (VBD were) (PP (IN on) (NP (NP (DT a) (NN bus)) (SBAR (WHNP (WDT which)) (S (VP (VBD broke) (PRT (RP down)) (PP (IN on) (NP (DT the) (NN highway)))))))))))	Soccer players warm up by kicking the soccer ball around while the crowd waits.	The players were on a bus which broke down on the highway	4980003913.jpg#0	4980003913.jpg#0r1c	contradiction	contradiction	contradiction	contradiction	contradiction
entailment	( ( Soccer players ) ( ( ( warm up ) ( by ( ( ( kicking ( the ( soccer ball ) ) ) around ) ( while ( ( the crowd ) waits ) ) ) ) ) . ) )	( ( The crowd ) ( ( ( looked on ) ( while ( ( the players ) ( prepared themselves ) ) ) ) . ) )	(ROOT (S (NP (NNP Soccer) (NNS players)) (VP (VB warm) (PRT (RP up)) (PP (IN by) (S (VP (VBG kicking) (NP (DT the) (NN soccer) (NN ball)) (ADVP (RB around)) (SBAR (IN while) (S (NP (DT the) (NN crowd)) (VP (VBZ waits)))))))) (. .)))	(ROOT (S (NP (DT The) (NN crowd)) (VP (VBD looked) (PRT (RP on)) (SBAR (IN while) (S (NP (DT the) (NNS players)) (VP (VBD prepared) (NP (PRP themselves)))))) (. .)))	Soccer players warm up by kicking the soccer ball around while the crowd waits.	The crowd looked on while the players prepared themselves.	4980003913.jpg#0	4980003913.jpg#0r1e	entailment				
neutral	( ( Soccer players ) ( ( ( warm up ) ( by ( ( ( kicking ( the ( soccer ball ) ) ) around ) ( while ( ( the crowd ) waits ) ) ) ) ) . ) )	( ( The crowd ) ( ( ( watched ( ( the players ) ( warm up ) ) ) and ) ( shouted encouragement ) ) )	(ROOT (S (NP (NNP Soccer) (NNS players)) (VP (VB warm) (PRT (RP up)) (PP (IN by) (S (VP (VBG kicking) (NP (DT the) (NN soccer) (NN ball)) (ADVP (RB around)) (SBAR (IN while) (S (NP (DT the) (NN crowd)) (VP (VBZ waits)))))))) (. .)))	(ROOT (S (NP (DT The) (NN crowd)) (VP (VP (VBD watched) (S (NP (DT the) (NNS players)) (VP (VB warm) (PRT (RP up))))) (CC and) (VP (VBD shouted) (NP (NN encouragement))))))	Soccer players warm up by kicking the soccer ball around while the crowd waits.	The crowd watched the players warm up and shouted encouragement	4980003913.jpg#0	4980003913.jpg#0r1n	neutral				
neutral	( People ( ( ( ( sit and ) relax ) ( next ( to ( ( a pool ) ( in ( a plaza ) ) ) ) ) ) . ) )	( ( ( ( ( ( The pool ) ( is ( in ( a hotel ) ) ) ) , ) and ) ( these ( are guests ) ) ) . )	(ROOT (S (NP (NNS People)) (VP (VBP sit) (CC and) (VBP relax) (PP (ADVP (JJ next)) (TO to) (NP (NP (DT a) (NN pool)) (PP (IN in) (NP (DT a) (NN plaza)))))) (. .)))	(ROOT (S (S (NP (DT The) (NN pool)) (VP (VBZ is) (PP (IN in) (NP (DT a) (NN hotel))))) (, ,) (CC and) (S (NP (DT these)) (VP (VBP are) (NP (NNS guests)))) (. .)))	People sit and relax next to a pool in a plaza.	The pool is in a hotel, and these are guests.	283745783.jpg#4	283745783.jpg#4r1n	neutral				
contradiction	( People ( ( ( ( sit and ) relax ) ( next ( to ( ( a pool ) ( in ( a plaza ) ) ) ) ) ) . ) )	( ( ( ( ( This ( is ( ( the pool ) ( of ( Queen ( Elizabeth II ) ) ) ) ) ) , ) and ) ( ( these people ) ( are ( Hessians ( from ( the ( Revolutionary War ) ) ) ) ) ) ) . )	(ROOT (S (NP (NNS People)) (VP (VBP sit) (CC and) (VBP relax) (PP (ADVP (JJ next)) (TO to) (NP (NP (DT a) (NN pool)) (PP (IN in) (NP (DT a) (NN plaza)))))) (. .)))	(ROOT (S (S (NP (DT This)) (VP (VBZ is) (NP (NP (DT the) (NN pool)) (PP (IN of) (NP (NNP Queen) (NNP Elizabeth) (NNP II)))))) (, ,) (CC and) (S (NP (DT these) (NNS people)) (VP (VBP are) (NP (NP (NNP Hessians)) (PP (IN from) (NP (DT the) (NNP Revolutionary) (NNP War)))))) (. .)))	People sit and relax next to a pool in a plaza.	This is the pool of Queen Elizabeth II, and these people are Hessians from the Revolutionary War.	283745783.jpg#4	283745783.jpg#4r1c	contradiction				
entailment	( People ( ( ( ( sit and ) relax ) ( next ( to ( ( a pool ) ( in ( a plaza ) ) ) ) ) ) . ) )	( People ( ( lounge ( about ( a pool ) ) ) . ) )	(ROOT (S (NP (NNS People)) (VP (VBP sit) (CC and) (VBP relax) (PP (ADVP (JJ next)) (TO to) (NP (NP (DT a) (NN pool)) (PP (IN in) (NP (DT a) (NN plaza)))))) (. .)))	(ROOT (S (NP (NNS People)) (VP (VBD lounge) (PP (IN about) (NP (DT a) (NN pool)))) (. .)))	People sit and relax next to a pool in a plaza.	People lounge about a pool.	283745783.jpg#4	283745783.jpg#4r1e	entailment				
neutral	( ( In ( a ( bowling alley ) ) ) ( , ( ( ( a man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( ( looks ( ahead ( at ( the pins ) ) ) ) ( that ( he ( must ( knock down ) ) ) ) ) . ) ) ) )	( ( The man ) ( ( is ( playing ( in ( an ( professional ( bowling competition ) ) ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (DT a) (NN bowling) (NN alley))) (, ,) (NP (NP (DT a) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ looks) (ADVP (RB ahead) (PP (IN at) (NP (DT the) (NNS pins)))) (SBAR (IN that) (S (NP (PRP he)) (VP (MD must) (VP (VB knock) (PRT (RP down))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG playing) (PP (IN in) (NP (DT an) (JJ professional) (NN bowling) (NN competition))))) (. .)))	In a bowling alley, a man holding a green bowling ball looks ahead at the pins that he must knock down.	The man is playing in an professional bowling competition.	24815360.jpg#1	24815360.jpg#1r1n	neutral				
entailment	( ( In ( a ( bowling alley ) ) ) ( , ( ( ( a man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( ( looks ( ahead ( at ( the pins ) ) ) ) ( that ( he ( must ( knock down ) ) ) ) ) . ) ) ) )	( ( A man ) ( ( is bowling ) . ) )	(ROOT (S (PP (IN In) (NP (DT a) (NN bowling) (NN alley))) (, ,) (NP (NP (DT a) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ looks) (ADVP (RB ahead) (PP (IN at) (NP (DT the) (NNS pins)))) (SBAR (IN that) (S (NP (PRP he)) (VP (MD must) (VP (VB knock) (PRT (RP down))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG bowling))) (. .)))	In a bowling alley, a man holding a green bowling ball looks ahead at the pins that he must knock down.	A man is bowling.	24815360.jpg#1	24815360.jpg#1r1e	entailment	entailment	entailment	entailment	entailment
contradiction	( ( In ( a ( bowling alley ) ) ) ( , ( ( ( a man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( ( looks ( ahead ( at ( the pins ) ) ) ) ( that ( he ( must ( knock down ) ) ) ) ) . ) ) ) )	( ( The man ) ( ( is ( bowling ( with ( a ( frozen turkey ) ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (DT a) (NN bowling) (NN alley))) (, ,) (NP (NP (DT a) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ looks) (ADVP (RB ahead) (PP (IN at) (NP (DT the) (NNS pins)))) (SBAR (IN that) (S (NP (PRP he)) (VP (MD must) (VP (VB knock) (PRT (RP down))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG bowling) (PP (IN with) (NP (DT a) (JJ frozen) (NN turkey))))) (. .)))	In a bowling alley, a man holding a green bowling ball looks ahead at the pins that he must knock down.	The man is bowling with a frozen turkey.	24815360.jpg#1	24815360.jpg#1r1c	contradiction				
entailment	( ( ( ( ( A man ) ( wearing ( blue jeans ) ) ) and ) ( red ( bowling shoes ) ) ) ( ( stands ( in ( ( a ( bowling ( alley lane ) ) ) ( with ( ( a ( green ball ) ) ( in ( his hand ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( stands ( in ( a ( bowling ( alley lane ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (JJ blue) (NNS jeans)))) (CC and) (NP (JJ red) (VBG bowling) (NNS shoes))) (VP (VBZ stands) (PP (IN in) (NP (NP (DT a) (VBG bowling) (NN alley) (NN lane)) (PP (IN with) (NP (NP (DT a) (JJ green) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ stands) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley) (NN lane)))) (. .)))	A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.	A man stands in a bowling alley lane.	24815360.jpg#0	24815360.jpg#0r1e	entailment				
neutral	( ( ( ( ( A man ) ( wearing ( blue jeans ) ) ) and ) ( red ( bowling shoes ) ) ) ( ( stands ( in ( ( a ( bowling ( alley lane ) ) ) ( with ( ( a ( green ball ) ) ( in ( his hand ) ) ) ) ) ) ) . ) )	( ( The man ) ( ( is ( ( bowling ( with ( his ( bowling group ) ) ) ) tonight ) ) . ) )	(ROOT (S (NP (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (JJ blue) (NNS jeans)))) (CC and) (NP (JJ red) (VBG bowling) (NNS shoes))) (VP (VBZ stands) (PP (IN in) (NP (NP (DT a) (VBG bowling) (NN alley) (NN lane)) (PP (IN with) (NP (NP (DT a) (JJ green) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG bowling) (PP (IN with) (NP (PRP$ his) (NN bowling) (NN group))) (NP (NN tonight)))) (. .)))	A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.	The man is bowling with his bowling group tonight.	24815360.jpg#0	24815360.jpg#0r1n	neutral	neutral	neutral	neutral	neutral
contradiction	( ( ( ( ( A man ) ( wearing ( blue jeans ) ) ) and ) ( red ( bowling shoes ) ) ) ( ( stands ( in ( ( a ( bowling ( alley lane ) ) ) ( with ( ( a ( green ball ) ) ( in ( his hand ) ) ) ) ) ) ) . ) )	( ( A man ) ( ( sits ( in ( an airport ) ) ) . ) )	(ROOT (S (NP (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (JJ blue) (NNS jeans)))) (CC and) (NP (JJ red) (VBG bowling) (NNS shoes))) (VP (VBZ stands) (PP (IN in) (NP (NP (DT a) (VBG bowling) (NN alley) (NN lane)) (PP (IN with) (NP (NP (DT a) (JJ green) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ sits) (PP (IN in) (NP (DT an) (NN airport)))) (. .)))	A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.	A man sits in an airport.	24815360.jpg#0	24815360.jpg#0r1c	contradiction				
contradiction	( ( A guy ) ( ( ( ( ( stands ( with ( ( a ( green ( bowling ball ) ) ) ( in ( his hand ) ) ) ) ) , ) and ) ( ( looks down ) ( the ( bowling lane ) ) ) ) . ) )	( ( Some man ) ( ( play football ) . ) )	(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VBZ looks) (PRT (RP down)) (NP (DT the) (NN bowling) (NN lane)))) (. .)))	(ROOT (S (NP (DT Some) (NN man)) (VP (VBP play) (NP (NN football))) (. .)))	A guy stands with a green bowling ball in his hand, and looks down the bowling lane.	Some man play football.	24815360.jpg#3	24815360.jpg#3r1c	contradiction	contradiction	contradiction	contradiction	contradiction
entailment	( ( A guy ) ( ( ( ( ( stands ( with ( ( a ( green ( bowling ball ) ) ) ( in ( his hand ) ) ) ) ) , ) and ) ( ( looks down ) ( the ( bowling lane ) ) ) ) . ) )	( ( A man ) ( ( plays bowling ) . ) )	(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VBZ looks) (PRT (RP down)) (NP (DT the) (NN bowling) (NN lane)))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ plays) (NP (NN bowling))) (. .)))	A guy stands with a green bowling ball in his hand, and looks down the bowling lane.	A man plays bowling.	24815360.jpg#3	24815360.jpg#3r1e	entailment				
neutral	( ( A guy ) ( ( ( ( ( stands ( with ( ( a ( green ( bowling ball ) ) ) ( in ( his hand ) ) ) ) ) , ) and ) ( ( looks down ) ( the ( bowling lane ) ) ) ) . ) )	( ( A man ) ( ( is ( throwing ( a ( green ball ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VBZ looks) (PRT (RP down)) (NP (DT the) (NN bowling) (NN lane)))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG throwing) (NP (DT a) (JJ green) (NN ball)))) (. .)))	A guy stands with a green bowling ball in his hand, and looks down the bowling lane.	A man is throwing a green ball.	24815360.jpg#3	24815360.jpg#3r1n	neutral				
neutral	( ( ( A man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	( ( ( A ( sad man ) ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	(ROOT (S (NP (NP (DT A) (JJ sad) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	A man holding a green bowling ball stands by the ball return machine in a bowling alley.	A sad man holding a green bowling ball stands by the ball return machine in a bowling alley.	24815360.jpg#2	24815360.jpg#2r1n	neutral				
contradiction	( ( ( A man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	( ( ( A woman ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	A man holding a green bowling ball stands by the ball return machine in a bowling alley.	A woman holding a green bowling ball stands by the ball return machine in a bowling alley.	24815360.jpg#2	24815360.jpg#2r1c	contradiction				
entailment	( ( ( A man ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	( ( ( A person ) ( holding ( a ( green ( bowling ball ) ) ) ) ) ( ( stands ( by ( ( the ( ball ( return machine ) ) ) ( in ( a ( bowling alley ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN person)) (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)))) (VP (VBZ stands) (PP (IN by) (NP (NP (DT the) (NN ball) (NN return) (NN machine)) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))))) (. .)))	A man holding a green bowling ball stands by the ball return machine in a bowling alley.	A person holding a green bowling ball stands by the ball return machine in a bowling alley.	24815360.jpg#2	24815360.jpg#2r1e	entailment				
neutral	( ( A man ) ( ( is ( ( standing up ) ( ( holding ( a ( green ( bowling ball ) ) ) ) ( with ( his ( right hand ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( playing ( with ( his ( bowling league ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PRT (RP up)) (S (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN with) (NP (PRP$ his) (JJ right) (NN hand))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (PRP$ his) (VBG bowling) (NN league))))) (. .)))	A man is standing up holding a green bowling ball with his right hand.	A man is playing with his bowling league.	24815360.jpg#4	24815360.jpg#4r1n	neutral				
contradiction	( ( A man ) ( ( is ( ( standing up ) ( ( holding ( a ( green ( bowling ball ) ) ) ) ( with ( his ( right hand ) ) ) ) ) ) . ) )	( ( A man ) ( ( is ( riding ( ( a horse ) ( on ( the beach ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PRT (RP up)) (S (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN with) (NP (PRP$ his) (JJ right) (NN hand))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG riding) (NP (NP (DT a) (NN horse)) (PP (IN on) (NP (DT the) (NN beach)))))) (. .)))	A man is standing up holding a green bowling ball with his right hand.	A man is riding a horse on the beach.	24815360.jpg#4	24815360.jpg#4r1c	contradiction				
entailment	( ( A man ) ( ( is ( ( standing up ) ( ( holding ( a ( green ( bowling ball ) ) ) ) ( with ( his ( right hand ) ) ) ) ) ) . ) )	( ( A man ) ( ( is bowling ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG standing) (PRT (RP up)) (S (VP (VBG holding) (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN with) (NP (PRP$ his) (JJ right) (NN hand))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG bowling))) (. .)))	A man is standing up holding a green bowling ball with his right hand.	A man is bowling.	24815360.jpg#4	24815360.jpg#4r1e	entailment				
neutral	( ( ( ( A group ) ( of people ) ) ( ( sitting ( at ( a table ) ) ) ( outside talking ) ) ) . )	( ( A group ) ( ( ( ( sits ( together outside ) ) and ) ( ( talk over ) drinks ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN table))) (PP (IN outside) (S (VP (VBG talking))))) (. .)))	(ROOT (S (NP (DT A) (NN group)) (VP (VP (VBZ sits) (ADVP (RB together) (JJ outside))) (CC and) (VP (NN talk) (PRT (RP over)) (NP (NNS drinks)))) (. .)))	A group of people sitting at a table outside talking.	A group sits together outside and talk over drinks.	264460711.jpg#3	264460711.jpg#3r1n	neutral				
entailment	( ( ( ( A group ) ( of people ) ) ( ( sitting ( at ( a table ) ) ) ( outside talking ) ) ) . )	( ( A group ) ( ( sits ( ( outside while ) talking ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN table))) (PP (IN outside) (S (VP (VBG talking))))) (. .)))	(ROOT (S (NP (DT A) (NN group)) (VP (VBZ sits) (NP (NP (JJ outside) (NN while)) (VP (VBG talking)))) (. .)))	A group of people sitting at a table outside talking.	A group sits outside while talking.	264460711.jpg#3	264460711.jpg#3r1e	entailment				
contradiction	( ( ( ( A group ) ( of people ) ) ( ( sitting ( at ( a table ) ) ) ( outside talking ) ) ) . )	( ( A man ) ( ( stands ( at ( ( the bar ) ( ordering ( drinks ( for ( his friends ) ) ) ) ) ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN at) (NP (DT a) (NN table))) (PP (IN outside) (S (VP (VBG talking))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ stands) (PP (IN at) (NP (NP (DT the) (NN bar)) (VP (VBG ordering) (NP (NP (NNS drinks)) (PP (IN for) (NP (PRP$ his) (NNS friends)))))))) (. .)))	A group of people sitting at a table outside talking.	A man stands at the bar ordering drinks for his friends.	264460711.jpg#3	264460711.jpg#3r1c	contradiction	contradiction	contradiction	contradiction	contradiction
entailment	( ( ( A group ) ( of ( ( men and ) women ) ) ) ( ( are ( having ( ( a discussion ) ( in ( a restaurant ) ) ) ) ) . ) )	( ( ( a group ) ( of ( ( men and ) women ) ) ) converse )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS men) (CC and) (NNS women)))) (VP (VBP are) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN in) (NP (DT a) (NN restaurant)))))) (. .)))	(ROOT (S (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS men) (CC and) (NNS women)))) (ADJP (JJ converse))))	A group of men and women are having a discussion in a restaurant.	a group of men and women converse	264460711.jpg#0	264460711.jpg#0r1e	entailment	entailment	entailment	entailment	entailment
contradiction	( ( ( A group ) ( of ( ( men and ) women ) ) ) ( ( are ( having ( ( a discussion ) ( in ( a restaurant ) ) ) ) ) . ) )	( ( a crowd ) ( has ( ( a discussion ) ( in ( a hospital ) ) ) ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS men) (CC and) (NNS women)))) (VP (VBP are) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN in) (NP (DT a) (NN restaurant)))))) (. .)))	(ROOT (S (NP (DT a) (NN crowd)) (VP (VBZ has) (NP (NP (DT a) (NN discussion)) (PP (IN in) (NP (DT a) (NN hospital)))))))	A group of men and women are having a discussion in a restaurant.	a crowd has a discussion in a hospital	264460711.jpg#0	264460711.jpg#0r1c	contradiction				
neutral	( ( ( A group ) ( of ( ( men and ) women ) ) ) ( ( are ( having ( ( a discussion ) ( in ( a restaurant ) ) ) ) ) . ) )	( ( a crowd ) argues )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS men) (CC and) (NNS women)))) (VP (VBP are) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN in) (NP (DT a) (NN restaurant)))))) (. .)))	(ROOT (S (NP (DT a) (NN crowd)) (VP (VBZ argues))))	A group of men and women are having a discussion in a restaurant.	a crowd argues	264460711.jpg#0	264460711.jpg#0r1n	neutral				
