index	question	sentence	label
6564	Under which king were the heresy laws repealed in 1547?	When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of "...a subversive fifth column.	not_entailment
6565	What requirements do engineered wood products meet?	Glued engineered wood products are manufactured by bonding together wood strands, veneers, lumber or other forms of wood fiber with glue to form a larger, more efficient composite structural unit.	not_entailment
6566	What theory  did Einstein have reservations about?	Albert Einstein is known for his theories of special relativity and general relativity.	not_entailment
6567	Who was treated as second class citizens under the Ottomans?	The goal was to promote year-round trade and a year-round navy.:11 Pursuit of this goal brought the emerging Russian state into conflict with the Ukrainian Cossacks and then with the Tatars of the Crimean Khanate and Circassians.	not_entailment
6568	Who did Aberdeen appoint the position of British ambassador to the Ottoman Empire to?	There he convinced the Sultan to reject the Russian treaty proposal, as compromising the independence of the Turks.	not_entailment
6569	In what period did Africa beak off from Antarctica?	In the Eocene epoch, about 40 Ma Australia-New Guinea separated from Antarctica, so that latitudinal currents could isolate Antarctica from Australia, and the first ice began to appear.	not_entailment
6570	How are oaths taken?	In most Lodges the oath or obligation is taken on a Volume of Sacred Law, whichever book of divine revelation is appropriate to the religious beliefs of the individual brother (usually the Bible in the Anglo-American tradition).	entailment
6571	Where did the people of the Mali empire immigrate to?	Shortly after the Mane conquered the region, the Vai people of the former Mali Empire immigrated into the Grand Cape Mount region.	entailment
6572	WHen was the state flower adopted?	The state flower, the bitterroot, was adopted in 1895 with the support of a group called the Floral Emblem Association, which formed after Montana's Women's Christian Temperance Union adopted the bitterroot as the organization's state flower.	entailment
6573	What percentage of the top 100 world chess players come from the Ashkenazi Jewish community?	While they make up about 2% of the U.S. population, 27% of United States Nobel prize winners in the 20th century, a quarter of Fields Medal winners, 25% of ACM Turing Award winners, half the world's chess champions, including 8% of the top 100 world chess players, and a quarter of Westinghouse Science Talent Search winners have Ashkenazi Jewish ancestry.	entailment
6574	Why was the campus police established?	The first campus police force was founded at Yale in 1894, when the university contracted city police officers to exclusively cover the campus.	not_entailment
6575	What was the latest version of iTunes as of mid-2015?	In mid-2015, several new color schemes for all of the current iPod models were spotted in the latest version of iTunes, 12.2.	entailment
6576	Where was IRENE developed?	IRENE will retrieve the information from a laterally modulated monaural grooved sound source without touching the medium itself, but cannot read vertically modulated information.	not_entailment
6577	When did the great Depression end?	The Great Depression was a worldwide economic downturn starting in most places in 1929 and ending at different times in the 1930s or early 1940s for different countries.	entailment
6578	Which candidate went on to win the South Carolina primary?	The following week, John Edwards won the South Carolina primary and finished a strong second in Oklahoma to Clark.	entailment
6579	How many Georgians speak Russian actively?	In Georgia Russian has no official status, but it's recognised as a minority language under the Framework Convention for the Protection of National Minorities.	not_entailment
6580	Who coined the term "splat cooling"?	This was initially termed "splat cooling" by doctoral student W. Klement at Caltech, who showed that cooling rates on the order of millions of degrees per second is sufficient to impede the formation of crystals, and the metallic atoms become "locked into" a glassy state.	entailment
6581	Who designed the cover of Queen's second album?	Allmusic has described the album as a favourite among the band's hardcore fans, and it is the first of three Queen albums to feature in the book 1001 Albums	not_entailment
6582	The hierarchical position of treaties relative to domestic legislation in Brazil determines whether the latter can do what to the former and vice versa?	The Federal Supreme Court has established that treaties are subject to constitutional review and enjoy the same hierarchical position as ordinary legislation (leis ordinárias, or "ordinary laws", in Portuguese).	not_entailment
6583	Who has criticized the IASP's system?	However, this system has been criticized by Clifford J. Woolf and others as inadequate for guiding research and treatment.	entailment
6584	Green space and open water comprises what percent of London?	They also state that over 60 species of bird nest in central London and that their members have recorded 47 species of butterfly, 1173 moths and more than 270 kinds of spider around London.	not_entailment
6585	What is the name of the English dialects that are written and spoken in Cork?	English spoken in Cork has a number of dialect words that are peculiar to the city and environs.	not_entailment
6586	What is another speed that can also be reported by the camera?	The camera may also report the SOS-based speed (explicitly as being an SOS speed), rounded to the nearest standard speed rating.	entailment
6587	Where is the Art Deco style badge design used prominently?	This early example of a corporate logo, introduced as part of Herbert Chapman's rebranding of the club in the 1930s, was used not only on Cup Final shirts but as a design feature throughout Highbury Stadium, including above the main entrance and inlaid in the floors.	entailment
6588	What city plan helped redevelop the Bronx?	The grass roots organization Nos Quedamos' endeavor known as Melrose Commons began to rebuild areas in the South Bronx.	not_entailment
6589	Where are old master graphic arts until 1871 displayed?	Old master graphic arts until 1871 is displayed in the Cabinet des estampes et dessins.	entailment
6590	The Seljuk Empire was influenced by the cultures of others resulting in it being referred to as what?	When compared to the Turkish folk culture, the influence of these new cultures in creating the culture of the Ottoman elite was clear.	not_entailment
6591	Who had taken control of Luoyang?	General Dong Zhuo (d. 192 AD) found the young emperor and his brother wandering in the countryside.	entailment
6592	What is the weather like in the summer time in the British Isles?	Winters are cool and wet, with summers mild and also wet.	entailment
6593	How much cargo do railways transport per year?	Following major investments beginning in the early to mid-1990s, the number of train passengers per year has grown from 2.5 million in 1990, to 35 million in 2008; railways are also used to transport 6.8 million tons of cargo, per year.	entailment
6594	Hoe does she describe Oprah Winfrey?	Beyoncé has stated that she is personally inspired by US First Lady Michelle Obama, saying "She proves you can do it all" and she has described Oprah Winfrey as "the definition of inspiration and a strong woman".	entailment
6595	Which organization spoke against the courts ruling?	The decision was criticized by the Electronic Frontier Foundation, which called the court ruling "a setback to privacy rights".	entailment
6596	What is an example of a passive solar technique?	Passive solar techniques include orienting a building to the Sun, selecting materials with favorable thermal mass or light dispersing properties, and designing spaces that naturally circulate air.	entailment
6597	Nicky Minaj became a spokesperson for which brand of soda after seeing Beyonce involved with it?	Nicki Minaj has stated that seeing Beyoncé's Pepsi commercial influenced her decision to appear in the company's 2012 global campaign.	entailment
6598	The cultivation of dana and what kind of conduct refine consciousness?	In Buddhist thought, the cultivation of dana and ethical conduct themselves refine consciousness to such a level that rebirth in one of the lower heavens is likely, even if there is no further Buddhist practice.	entailment
6599	What religions were English scientists in the 17th century?	The Merton Thesis has two separate parts: Firstly, it presents a theory that science changes due to an accumulation of observations and improvement in experimental technique and methodology; secondly, it puts forward the argument that the popularity of science in 17th-century England and the religious demography of the Royal Society (English scientists of that time were predominantly Puritans or other Protestants) can be explained by a correlation between Protestantism and the scientific values.	entailment
6600	How much money did the Idol Gives Back event raise in 2007?	This season saw the first Idol Gives Back telethon-inspired event, which raised more than $76 million in corporate and viewer donations.	entailment
6601	Air attacks headed by  Germany increased in 1915 in what area?	German air attacks on the British Isles increased in 1915 and the AA efforts were deemed somewhat ineffective, so a Royal Navy gunnery expert, Admiral Sir Percy Scott, was appointed to make improvements, particularly an integrated AA defence for London.	entailment
6602	What annual festival, celebrated on New Haven Green, memorializes the New Haven's passage into the Revolutionary War?	New Haven celebrates Powder House Day every April on the New Haven Green to commemorate the city's entrance into the Revolutionary War.	entailment
6603	Which presidential adminstration limited the protective status of critical habitat in 1986?	In 1986 the Reagan Administration issued a regulation limiting the protective status of critical habitat.	entailment
6604	How are states that enter into a treaty bound?	A treaty is an official, express written agreement that states use to legally bind themselves.	entailment
6605	When were silver dollars first minted?	Silver dollars were minted intermittently from 1794 through 1935; a copper-nickel dollar of the same large size, featuring President Dwight D. Eisenhower, was minted from 1971 through 1978.	entailment
6606	What did Sand begin referring to Chopin as as his illness got worse?	As the composer's illness progressed, Sand had become less of a lover and more of a nurse to Chopin, whom she called her "third child".	entailment
6607	What type of games is Santa Monica featured in?	The Masquerade – Bloodlines (2004), Grand Theft Auto San Andreas (2004) as a fictional district - Santa Maria Beach, Destroy All Humans!	not_entailment
6608	Who was Duke of Normandy in 1066?	They faced a powerful rival in the Dukes of Normandy, who in 1066 under William the Conqueror (duke 1035–1087), conquered England (r. 1066–87) and created a cross-channel empire that lasted, in various forms, throughout the rest of the Middle Ages.	entailment
6609	Why did nuclear arms negotiations with Russia fail prior to 1955?	The failure of negotiations over arms until 1955 was due mainly to the refusal of the Russians to permit any sort of inspections.	entailment
6610	On what river is Valencia located?	Its historic centre is one of the largest in Spain, with approximately 169 hectares; this heritage of ancient monuments, views and cultural attractions makes Valencia one of the country's most popular tourist destinations.	not_entailment
6611	On what date was a study created to research the impart of women in direct involvement?	On 5 February 1987, the Minister of National Defence created an office to study the impact of employing men and women in combat units.	entailment
6612	How many more deaths does malaria cause vs. AIDS?	In 2008, fewer than half of children younger than five slept under antimalaria nets or had access to antimalarial drugs.	not_entailment
6613	In what year did The Walt Disney Company open The American Idol Experience?	The winner of the finals show received a "Dream Ticket" that granted them front-of-the-line privileges at any future American Idol audition.	not_entailment
6614	Who did Madonna kiss at the MTV Video Music Awards?	Madonna gave another provocative performance later that year at the 2003 MTV Video Music Awards, while singing "Hollywood" with Britney Spears, Christina Aguilera, and Missy Elliott.	not_entailment
6615	How long was Tom Playford in political power?	The Liberals returned to power at the 1993 election, led by Premiers Dean Brown, John Olsen and Rob Kerin through two terms, until their defeat at the 2002 election.	not_entailment
6616	What were potential benefits of the CD-4 format?	(A further problem was that no cutting heads were available that could handle the HF information.	not_entailment
6617	What did the tachymetric devices do?	However, the problem of deflection settings — 'aim-off' — required knowing the rate of change in the target's position.	not_entailment
6618	How much is being spent on a water purification plant at the Croton Watershed?	The Croton Watershed north of the city is undergoing construction of a US$3.2 billion water purification plant to augment New York City's water supply by an estimated 290 million gallons daily, representing a greater than 20% addition to the city's current availability of water.	entailment
6619	How old was Gorbachev when he was elected as the General Secretary?	Gorbachev, aged 54, was the youngest member of the Politburo.	entailment
6620	What was the original name of the Arsenal team?	In 1886, Woolwich munitions workers founded the club as Dial Square.	entailment
6621	How many contestants auditioned for the fourth season of American Idol?	Season four premiered on January 18, 2005; this was the first season of the series to be aired in high definition, although the finale of season three was also aired in high definition.	not_entailment
6622	What countries were party to The First Partition of Poland?	Russia, on the other hand, made one great invisible gain from the war: the elimination of French influence in Poland.	not_entailment
6623	For what was Augustus's reformed system of government notiable?	By the end of his reign, Augustus had appropriated Rome's political apparatus – and most of its religious cults – within his "reformed" and thoroughly integrated system of government.	entailment
6624	What happened in 1976 that impacted this primate's classification as Endanger?	Green and the CPI further noted another exploit of the ESA in their discussion of the critically endangered cotton-top tamarin (Saguinus oedipus).	not_entailment
6625	In what current country is Trier located?	Glass remained a luxury material, and the disasters that overtook Late Bronze Age civilizations seem to have brought glass-making to a halt.	not_entailment
6626	Who has the record for scoring the most goals in single season?	Ryan Giggs of Manchester United holds the record for scoring goals in consecutive seasons, having scored in the first 21 seasons of the league.	not_entailment
6627	What word means polytechnic school in Finnish?	After January 1, 2006, some Finnish ammattikorkeakoulus switched the English term "polytechnic" to the term "university of applied sciences" in the English translations of their legal names.	entailment
6628	Where was the 62nd AES Convention held?	Technical details of Sony's digital audio disc were presented during the 62nd AES Convention, held on 13–16 March 1979, in Brussels.	entailment
6629	Where does the groove on a vinyl record typically start?	The groove usually starts near the periphery and ends near the center of the disc.	entailment
6630	What is a major problem with using bipolar transistors as switches?	Providing sufficient base drive current is a key problem in the use of bipolar transistors as switches.	entailment
6631	What year did Melbourne cease in serving as the nations interim seat of government?	After the federation of Australia in 1901, it served as the nation's interim seat of government until 1927.	entailment
6632	What is the scientific name for cell division?	The conversion rate of omega-6 DGLA to AA largely determines the production of the prostaglandins PGE1 and PGE2.	not_entailment
6633	What describes communication as creative and dynamic rather than discrete?	Canadian media scholar Harold Innis had the theory that people use different types of media to communicate and which one they choose to use will offer different possibilities for the shape and durability of society (Wark, McKenzie 1997).	not_entailment
6634	What state is American Idol winner Kris Allen from?	The two finalists were Kris Allen and Adam Lambert, both of whom had previously landed in the bottom three at the top five.	not_entailment
6635	When did an angel supposedly speak to Bathurst?	Among the reasons this speech was so greatly admired was its passage on Lord Bathurst (1684–1775); Burke describes an angel in 1704 prophesying to Bathurst the future greatness of England and also of America: "Young man, There is America – which at this day serves little more than to amuse you with stories of savage men, and uncouth manners; yet shall, before you taste of death, shew itself equal to the whole of that commerce which now attracts the envy of the world".	entailment
6636	What part of the Marshall Islands experienced drought in 2013?	These emergencies resulted in the United States President declaring an emergency in the islands.	not_entailment
6637	What is different about a true predator?	Whereas other types of predator all harm their prey in some way, this form kills them.	entailment
6638	Where do male emporer penguins keep eggs?	Some bird species have no nests; the cliff-nesting common guillemot lays its eggs on bare rock, and male emperor penguins keep eggs between their body and feet.	entailment
6639	What religion alleged Freemasons as unnatural and irrational?	Masonic scholar Albert Pike is often quoted (in some cases misquoted) by Protestant anti-Masons as an authority for the position of Masonry on these issues.	not_entailment
6640	What can create a subsequent increase of nutrients in natural environment?	In nature, many organisms live in communities (e.g., biofilms) that may allow for increased supply of nutrients and protection from environmental stresses.	entailment
6641	Who did the Tsar send on a mission to Ottoman Sublime Porte?	Nicholas began courting Britain by means of conversations with the British ambassador, George Hamilton Seymour, in January and February 1853.:105 Nicholas insisted that he no longer wished to expand Imperial Russia:105 but that he had an obligation to the Christian communities in the Ottoman Empire.:105	not_entailment
6642	What is considered contrary to idealist beliefs in regards to space?	If one holds, contrary to idealist beliefs, that objects exist independently of the mind, it seems that relativistics commits them to also hold that space and temporality have exactly the same type of independent existence.	entailment
6643	Where is the open-air sitting of Tynwald usually held?	By ancient custom, an act did not come into force until it had been promulgated at an open-air sitting of Tynwald, usually held on Tynwald Hill at St John's on St John's Day (24 June), but, since the adoption of the Gregorian calendar in 1753, on 5 July (or on the following Monday if 5 July is a Saturday or Sunday).	entailment
6644	What physical factor must be continuously monitored during temperature studies>	For temperature studies, subjects must remain awake but calm and semi-reclined in near darkness while their rectal temperatures are taken continuously.	entailment
6645	What was the general age group of the members of the RCC?	All young men from (typically rural) working and middle-class backgrounds, none had university degrees; in this way they were distinct from the wealthy, highly educated conservatives who previously governed the country.	entailment
6646	What kind of battery does the iPod use?	iPod batteries are not designed to be removed or replaced by the user, although some users have been able to open the case themselves, usually following instructions from third-party vendors of iPod replacement batteries.	not_entailment
6647	Who were rich enough to afford multiple lovers?	Multiple generations of extended family members did not occupy the same house, unlike families of later dynasties.	not_entailment
6648	Who played Donovan in 'Bridge of Spies'?	Spielberg directed 2015's Bridge of Spies, a Cold War thriller based on the 1960 U-2 incident, and focusing on James B. Donovan's negotiations with the Soviets for the release of pilot Gary Powers after his aircraft was shot down over Soviet territory.	not_entailment
6649	What gene is responsible for coding for a sodium channel necessary for conducting pain nerve stimuli?	A very rare syndrome with isolated congenital insensitivity to pain has been linked with mutations in the SCN9A gene, which codes for a sodium channel (Nav1.7) necessary in conducting pain nerve stimuli.	entailment
6650	Who made the demonstration in 1943?	For example, antibacterial selection for strains having previously acquired antibacterial-resistance genes was demonstrated in 1943 by the Luria–Delbrück experiment.	entailment
6651	During which months do glacial earthquakes peak in Greenland?	In glaciated areas where the glacier moves faster than one km per year, glacial earthquakes occur.	not_entailment
6652	What did Avicenna want to reconcile with Islamic theology?	In general these treatises linked his philosophical writings to Islamic religious ideas; for example, the body's afterlife.	not_entailment
6653	According to Dulles, why was Diem made president of Vietnam?	In May 1957 Diem, then President of South Vietnam, made a state visit to the United States for ten days.	not_entailment
6654	What was the approximate cost to build the Emirates Airline Cable Car?	Costing £60 million to build, it carries over 3,500 passengers every day, although this is very much lower than its capacity.	entailment
6655	How far was the relay route in kilometers in the Middle East?	The relay covered 20 km.	entailment
6656	What is the occupation of Trevor Francis?	Notable athletes include swimmer Sharron Davies, diver Tom Daley, dancer Wayne Sleep, and footballer Trevor Francis.	entailment
6657	What was the name of the hurricane in 2003?	Tornadoes also have on occasion affected the city of Raleigh most notably the November 28, 1988 tornado which occurred in the early morning hours and rated an F4 on the Fujita Tornado Scale and affected Northwestern portions of the city.	not_entailment
6658	What was the percentage the Dow Jones fell in the Great Depression?	He says the Dow Jones average's fall of more than 50% over a period of 17 months is similar to a 54.7% fall in the Great Depression, followed by a total drop of 89% over the following 16 months.	entailment
6659	In the decade following the war, where did a large portion of the BBC move to?	Jasmine Bligh, one of the original announcers, made the first announcement, saying, 'Good afternoon everybody.	not_entailment
6660	When was CLIPSAS set up?	For the Continental lodges, however, having a different approach to Freemasonry was not a reason for severing masonic ties.	not_entailment
6661	Which Oxford professor believed that the Bible should be the sole authority in religious questions?	The first of these came from Oxford professor John Wycliffe in England.	entailment
6662	What immigrant groups were the most prevalent in the Bronx?	Among these groups, many Irish Americans, Italian Americans and especially Jewish Americans settled here.	entailment
6663	In 1860, what fraction of the city population was composed of Irish immigrants?	There was also extensive immigration from the German provinces, where revolutions had disrupted societies, and Germans comprised another 25% of New York's population by 1860.	not_entailment
6664	Where was east Antarctica during the Cambrian period?	East Antarctica was at the equator, where sea floor invertebrates and trilobites flourished in the tropical seas.	entailment
6665	What method does Spanish use to identify the object?	This allows the placement of almost any nominal term as a sentence topic, without having to use so often the passive voice (as in French or English), or identifying the direct object with a preposition (as in Spanish).	entailment
6666	Who were the candidates in the vice presidential debate at Washington University?	Washington University has been selected by the Commission on Presidential Debates to host more presidential and vice-presidential debates than any other institution in history.	not_entailment
6667	Although withdrawal from a treaty may not be possible in theory, when might it be possible anyway?	In practice, because of sovereignty, any state can withdraw from any treaty at any time.	entailment
6668	What is Jethro Burns commonly known for?	Most commonly associated with bluegrass, mandolin has been used a lot in country music over the years.	not_entailment
6669	On what date did the league announce its schedule for 2016?	All teams will qualify for the postseason, meaning that the regular season will serve only to establish seeding.	not_entailment
6670	Who was implicated in the attempted assassination of Joseph I?	In 1758 Joseph I was wounded in an attempted assassination.	not_entailment
6671	What was Carnivore renamed to?	After prolonged negative coverage in the press, the FBI changed the name of its system from "Carnivore" to "DCS1000."	entailment
6672	What percent of CDO assets were subprime and other non-prime mortgage debt in 2007?	As described in the section on subprime lending, the CDS and portfolio of CDS called synthetic CDO enabled a theoretically infinite amount to be wagered on the finite value of housing loans outstanding, provided that buyers and sellers of the derivatives could be found.	not_entailment
6673	What position did Eisenhower informally hold?	Within months of beginning his tenure as the president of the university, Eisenhower was requested to advise U.S. Secretary of Defense James Forrestal on the unification of the armed services.	not_entailment
6674	What airport was designed by Alumnus Eero Saarinen?	Alumnus Eero Saarinen, Finnish-American architect of such notable structures as the Gateway Arch in St. Louis, Washington Dulles International Airport main terminal, Bell Labs Holmdel Complex and the CBS Building in Manhattan, designed Ingalls Rink at Yale and the newest residential colleges of Ezra Stiles and Morse.	entailment
6675	What is youtube red?	YouTube Red is YouTube's premium subscription service.	entailment
6676	In which event did the rainforests collapsed in the carboniferous?	A significant loss occurred when rainforests collapsed in the carboniferous.	not_entailment
6677	A 2006 study found Ashkenazi Jews to be a what?	Strikingly, regardless of the place of origin, Ashkenazi Jews can be grouped in the same genetic cohort – that is, regardless of whether an Ashkenazi Jew's ancestors came from Poland, Russia, Hungary, Lithuania, or any other place with a historical Jewish population, they belong to the same ethnic group.	not_entailment
6678	How large is the military of Burma ?	Myanmar's armed forces are known as the Tatmadaw, which numbers 488,000.	entailment
6679	When was Manchukuo created?	After the invasion by the Soviet Union, Manchukuo collapsed in 1945.	not_entailment
6680	Who staffs the one ambulance available on Norfolk Island?	Norfolk Island Hospital is the only medical centre on the island.	not_entailment
6681	How long did the US and its coalition partners have to occupy Iraq?	After the lengthy Iraq disarmament crisis culminated with an American demand that Iraqi President Saddam Hussein leave Iraq, which was refused, a coalition led by the United States and the United Kingdom fought the Iraqi army in the 2003 invasion of Iraq.	not_entailment
6682	In Sumerian society, who oversaw the operation of the first formal schools?	The first true city-states arose in Sumer, roughly contemporaneously with similar entities in what are now Syria and Lebanon.	not_entailment
6683	What are some famous Cypriot artists?	Popular music in Cyprus is generally influenced by the Greek Laïka scene; artists who play in this genre include international platinum star Anna Vissi, Evridiki, and Sarbel.	entailment
6684	When did Gorbachev make his final Kremlin exit?	The following day Yeltsin moved into Gorbachev's former office, though the Russian authorities had taken over the suite two days earlier.	not_entailment
6685	Which species are great wanderers?	The most pelagic species, mainly in the 'tubenose' order Procellariiformes, are great wanderers, and the albatrosses of the southern oceans may circle the globe as they ride the "roaring forties" outside the breeding season.	entailment
6686	Which French mathematician expanded on earlier work of Paolo Ruffini and Joseph-Louis Lagrange?	The original motivation for group theory was the quest for solutions of polynomial equations of degree higher than 4.	not_entailment
6687	In what year was the SFA founded?	Following the creation of the Somali Film Agency (SFA) regulatory body in 1975, the local film scene began to expand rapidly.	entailment
6688	When are reception statutes invaild?	First, all U.S. states except Louisiana have enacted "reception statutes" which generally state that the common law of England (particularly judge-made law) is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions.	entailment
6689	In what year did Lodygin demonstrate a lamp at the World's Fair?	Later he lived in the USA, changed his name to Alexander de Lodyguine and applied and obtained patents for incandescent lamps having chromium, iridium, rhodium, ruthenium, osmium, molybdenum and tungsten filaments, and a bulb using a molybdenum filament was demonstrated at the world fair of 1900 in Paris.	entailment
6690	Which two Tennessee counties cover the area that comprised North Carolina's Tennessee County?	(Tennessee County was the predecessor to current-day Montgomery County and Robertson County.)	entailment
6691	Can renewable source of electricity be used in mobile power plants?	Therefore, there is also a strong economic incentive to substitute other fuels for oil.	not_entailment
6692	Where did children go to work after doing farm work for so long?	During the Industrial Revolution many of these children moved from farm work to factory work.	entailment
6693	What is the limitation of the two step process?	This is done with relative ease because no actual "plating" of the mandrel occurs in the type of electrodeposition known as electroforming, unlike with electroplating, in which the adhesion of the new phase of metal is chemical and relatively permanent.	not_entailment
6694	What tool was used to improve sound quality in early recordings for special effects?	Contrary to popular belief, if placed properly and prepared-for, drums could be effectively used and heard on even the earliest jazz and military band recordings.	not_entailment
6695	Where did the Sumerians usually locate their granaries and storehouses?	Flanking the aisles would be rooms for the priests.	not_entailment
6696	What is it about the middle of Chopin's nocturnes that increases their drama?	Many of the Chopin nocturnes have middle sections marked by agitated expression (and often making very difficult demands on the performer) which heightens their dramatic character.	entailment
6697	What was part of the territory of bishopric	The territory of the bishopric not only included the modern province of Utrecht (Nedersticht, 'lower Sticht'), but also extended to the northeast.	entailment
6698	What are some of the traditional drinks of Mexico City?	Every major neighborhood in the city has its own borough-regulated market, often more than one.	not_entailment
6699	Which studio funded Close Encounters?	For this, Spielberg fixed some of the flaws he thought impeded the original 1977 version of the film and also, at the behest of Columbia, and as a condition of Spielberg revising the film, shot additional footage showing the audience the interior of the mothership seen at the end of the film (a decision Spielberg would later regret as he felt the interior of the mothership should have remained a mystery).	not_entailment
6700	What is Dukkha?	Dukkha is commonly translated as "suffering", "anxiety", "unsatisfactoriness", "unease", etc., and it is said to have the following three aspects:	entailment
6701	what was the  name of the person who was once a large  shareholder in EIC and talk to the issues with with the new Regulating bill in 1793?	Pitt's Act was deemed a failure because it quickly became apparent that the boundaries between government control and the company's powers were nebulous and highly subjective.	not_entailment
6702	Is I-91 similar to I-95 in terms of bad traffic?	New Haven lies at the intersection of Interstate 95 on the coast—which provides access southwards and/or westwards to the western coast of Connecticut and to New York City, and eastwards to the eastern Connecticut shoreline, Rhode Island, and eastern Massachusetts—and Interstate 91, which leads northward to the interior of Massachusetts and Vermont and the Canadian border.	not_entailment
6703	Why did Sell consider the questions regarding sexual attraction the most important?	Identity and behavior are measured as supplemental information because they are both closely tied to sexual attraction and sexual orientation.	not_entailment
6704	What does J. Barrie Jones feel stands supreme of Chopin's concert pieces?	60 stands apart as an example of Chopin's rich harmonic palette coupled with an Italianate warmth of melody.	not_entailment
6705	The pact according to Edward Carr’s view was to provide what between Germany and the Soviet Union?	According to Carr, the "bastion" created by means of the Pact, "was and could only be, a line of defense against potential German attack."[page needed]	entailment
6706	When did the European brance finally directly distribute throughout Europe?	Not until the 1990s did Nintendo's newly created European branch direct distribution throughout Europe.	entailment
6707	How many feet above sea level does earth's highest mountain rise?	The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level.	entailment
6708	In what year did Emperor Wu begin a series of attacks in Xiongnu territories?	When this plot failed in 133 BC, Emperor Wu launched a series of massive military invasions into Xiongnu territory.	entailment
6709	In what ways was Howard similar to Paul Keating?	The Howard Government invoked the ANZUS treaty in response to the attacks and supported America's campaigns in Afghanistan and Iraq.	not_entailment
6710	When was 'Bonfire of the Vanities' published?	By contrast, Tom Wolfe's Bonfire of the Vanities (1987) portrays a wealthy, white protagonist, Sherman McCoy, getting lost off the Major Deegan Expressway in the South Bronx and having an altercation with locals.	entailment
6711	What is the length of the border that Estonia shares with Lativa?	Estonia's land border with Latvia runs 267 kilometers; the Russian border runs 290 kilometers.	entailment
6712	In what year did Gaddafi's second resignation occur?	In September 1971, Gaddafi resigned, claiming to be dissatisfied with the pace of reform, but returned to his position within a month.	not_entailment
6713	How many tourists visited Galicia in 2007?	In 2007, 5.7 million tourists visited Galicia, an 8% growth over the previous year, and part of a continual pattern of growth in this sector.	entailment
6714	What whole region did the East India company get control over after the Carnatic Wars?	As a result of the three Carnatic Wars, the British East India Company gained exclusive control over the entire Carnatic region of India.	entailment
6715	What could the sun's energy do to help limit climate change?	In 2011, a report by the International Energy Agency found that solar energy technologies such as photovoltaics, solar hot water and concentrated solar power could provide a third of the world’s energy by 2060 if politicians commit to limiting climate change.	not_entailment
6716	How long have railroads been important since in Montana	Railroads have been an important method of transportation in Montana since the 1880s.	entailment
6717	What is the ratio of boron to potassium nitrate in green pyrotechnic flares?	Green pyrotechnic flares can use a mix ratio 75:25 of boron and potassium nitrate.	entailment
6718	Who is leading the China American Football League?	The CAFL project is headed up by ESPN NFL analyst and Philadelphia Soul majority owner president Ron Jaworski.	entailment
6719	What year was a declaration of e-military introduced?	The proposed aim of the e-military is to secure the vital infrastructure and e-infrastructure of Estonia.	not_entailment
6720	What part of France did the Caen stone come from?	Henry VII added a Perpendicular style chapel dedicated to the Blessed Virgin Mary in 1503 (known as the Henry VII Chapel or the "Lady Chapel").	not_entailment
6721	What near Neptune did a spacecraft visit dangerously close?	Voyager 2 is the only spacecraft that has visited Neptune.	not_entailment
6722	How many travelers visited JFK, LaGuardia and Newark Liberty in 2012?	The three busiest airports in the New York metropolitan area include John F. Kennedy International Airport, Newark Liberty International Airport, and LaGuardia Airport; 109 million travelers used these three airports in 2012, and the city's airspace is the busiest in the nation.	entailment
6723	Outside of oxidized fats, what is another substance that is deemed harmful that can be found in processed foods?	In addition, processed foods often contain potentially harmful substances such as oxidized fats and trans fatty acids.	entailment
6724	The next layer's surface-to-air missiles are carried by what?	The outer layer will usually be provided by the carrier's aircraft, specifically its AEW&C aircraft combined with the CAP.	not_entailment
6725	When did Outcault's The Yellow Kid appear in newspapers?	Towards the close of the 20th century, these three traditions converged in a trend towards book-length comics: the comics album in Europe, the tankōbon[a] in Japan, and the graphic novel in the English-speaking countries.	not_entailment
6726	There is high percentage of interracial marriage between what two groups?	There is a high percentage of interracial marriage between ethnic Liberians and the Lebanese, resulting in a significant mixed-race population especially in and around Monrovia.	entailment
6727	What would the use of a new carriageway do in Alsace?	At present, plans are being considered for building a new dual carriageway west of Strasbourg, which would reduce the buildup of traffic in that area by picking up north and southbound vehicles and getting rid of the buildup outside Strasbourg.	entailment
6728	What year was the name changes to the City of Boston?	In 1822, the citizens of Boston voted to change the official name from "the Town of Boston" to "the City of Boston", and on March 4, 1822, the people of Boston accepted the charter incorporating the City.	entailment
6729	When was the first transistor created?	The transistor is on the list of IEEE milestones in electronics, and Bardeen, Brattain, and Shockley shared the 1956 Nobel Prize in Physics for their achievement.	not_entailment
6730	Which regions have the lowest rate of literacy in the Muslim world?	Some members such as Kuwait, Kazakhstan, Tajikistan and Turkmenistan have over 97% literacy rates, whereas literacy rates are the lowest in Mali, Afghanistan, Chad and parts of Africa.	entailment
6731	What was one reason why the Dominican Order was established?	The Dominican Order is headed by the Master of the Order, who is currently Bruno Cadoré.	not_entailment
6732	What historic trail does the Farmington Canal Trail follow?	The Farmington Canal Trail is a rail trail that will eventually run continuously from downtown New Haven to Northampton, Massachusetts.	not_entailment
